 -3.8000000e+01   -1.2409368e+01   -1.2334324e+01
 -3.7980703e+01   -1.2402936e+01   -1.2327891e+01
 -3.7961407e+01   -1.2396503e+01   -1.2321459e+01
 -3.7942110e+01   -1.2390071e+01   -1.2315027e+01
 -3.7922814e+01   -1.2383639e+01   -1.2308595e+01
 -3.7903517e+01   -1.2377207e+01   -1.2302163e+01
 -3.7884221e+01   -1.2370775e+01   -1.2295730e+01
 -3.7864924e+01   -1.2364343e+01   -1.2289298e+01
 -3.7845628e+01   -1.2357910e+01   -1.2282866e+01
 -3.7826331e+01   -1.2351478e+01   -1.2276434e+01
 -3.7807035e+01   -1.2345046e+01   -1.2270002e+01
 -3.7787738e+01   -1.2338614e+01   -1.2263570e+01
 -3.7768442e+01   -1.2332182e+01   -1.2257137e+01
 -3.7749145e+01   -1.2325750e+01   -1.2250705e+01
 -3.7729849e+01   -1.2319317e+01   -1.2244273e+01
 -3.7710552e+01   -1.2312885e+01   -1.2237841e+01
 -3.7691255e+01   -1.2306453e+01   -1.2231409e+01
 -3.7671959e+01   -1.2300021e+01   -1.2224976e+01
 -3.7652662e+01   -1.2293589e+01   -1.2218544e+01
 -3.7633366e+01   -1.2287156e+01   -1.2212112e+01
 -3.7614069e+01   -1.2280724e+01   -1.2205680e+01
 -3.7594773e+01   -1.2274292e+01   -1.2199248e+01
 -3.7575476e+01   -1.2267860e+01   -1.2192816e+01
 -3.7556180e+01   -1.2261428e+01   -1.2186383e+01
 -3.7536883e+01   -1.2254996e+01   -1.2179951e+01
 -3.7517587e+01   -1.2248563e+01   -1.2173519e+01
 -3.7498290e+01   -1.2242131e+01   -1.2167087e+01
 -3.7478994e+01   -1.2235699e+01   -1.2160655e+01
 -3.7459697e+01   -1.2229267e+01   -1.2154223e+01
 -3.7440401e+01   -1.2222835e+01   -1.2147790e+01
 -3.7421104e+01   -1.2216403e+01   -1.2141358e+01
 -3.7401808e+01   -1.2209970e+01   -1.2134926e+01
 -3.7382511e+01   -1.2203538e+01   -1.2128494e+01
 -3.7363214e+01   -1.2197106e+01   -1.2122062e+01
 -3.7343918e+01   -1.2190674e+01   -1.2115629e+01
 -3.7324621e+01   -1.2184242e+01   -1.2109197e+01
 -3.7305325e+01   -1.2177809e+01   -1.2102765e+01
 -3.7286028e+01   -1.2171377e+01   -1.2096333e+01
 -3.7266732e+01   -1.2164945e+01   -1.2089901e+01
 -3.7247435e+01   -1.2158513e+01   -1.2083469e+01
 -3.7228139e+01   -1.2152081e+01   -1.2077036e+01
 -3.7208842e+01   -1.2145649e+01   -1.2070604e+01
 -3.7189546e+01   -1.2139216e+01   -1.2064172e+01
 -3.7170249e+01   -1.2132784e+01   -1.2057740e+01
 -3.7150953e+01   -1.2126352e+01   -1.2051308e+01
 -3.7131656e+01   -1.2119920e+01   -1.2044876e+01
 -3.7112360e+01   -1.2113488e+01   -1.2038443e+01
 -3.7093063e+01   -1.2107056e+01   -1.2032011e+01
 -3.7073766e+01   -1.2100623e+01   -1.2025579e+01
 -3.7054470e+01   -1.2094191e+01   -1.2019147e+01
 -3.7035173e+01   -1.2087759e+01   -1.2012715e+01
 -3.7015877e+01   -1.2081327e+01   -1.2006282e+01
 -3.6996580e+01   -1.2074895e+01   -1.1999850e+01
 -3.6977284e+01   -1.2068462e+01   -1.1993418e+01
 -3.6957987e+01   -1.2062030e+01   -1.1986986e+01
 -3.6938691e+01   -1.2055598e+01   -1.1980554e+01
 -3.6919394e+01   -1.2049166e+01   -1.1974122e+01
 -3.6900098e+01   -1.2042734e+01   -1.1967689e+01
 -3.6880801e+01   -1.2036302e+01   -1.1961257e+01
 -3.6861505e+01   -1.2029869e+01   -1.1954825e+01
 -3.6842208e+01   -1.2023437e+01   -1.1948393e+01
 -3.6822912e+01   -1.2017005e+01   -1.1941961e+01
 -3.6803615e+01   -1.2010573e+01   -1.1935529e+01
 -3.6784319e+01   -1.2004141e+01   -1.1929096e+01
 -3.6765022e+01   -1.1997709e+01   -1.1922664e+01
 -3.6745725e+01   -1.1991276e+01   -1.1916232e+01
 -3.6726429e+01   -1.1984844e+01   -1.1909800e+01
 -3.6707132e+01   -1.1978412e+01   -1.1903368e+01
 -3.6687836e+01   -1.1971980e+01   -1.1896935e+01
 -3.6668539e+01   -1.1965548e+01   -1.1890503e+01
 -3.6649243e+01   -1.1959115e+01   -1.1884071e+01
 -3.6629946e+01   -1.1952683e+01   -1.1877639e+01
 -3.6610650e+01   -1.1946251e+01   -1.1871207e+01
 -3.6591353e+01   -1.1939819e+01   -1.1864775e+01
 -3.6572057e+01   -1.1933387e+01   -1.1858342e+01
 -3.6552760e+01   -1.1926955e+01   -1.1851910e+01
 -3.6533464e+01   -1.1920522e+01   -1.1845478e+01
 -3.6514167e+01   -1.1914090e+01   -1.1839046e+01
 -3.6494871e+01   -1.1907658e+01   -1.1832614e+01
 -3.6475574e+01   -1.1901226e+01   -1.1826182e+01
 -3.6456277e+01   -1.1894794e+01   -1.1819749e+01
 -3.6436981e+01   -1.1888361e+01   -1.1813317e+01
 -3.6417684e+01   -1.1881929e+01   -1.1806885e+01
 -3.6398388e+01   -1.1875497e+01   -1.1800453e+01
 -3.6379091e+01   -1.1869065e+01   -1.1794021e+01
 -3.6359795e+01   -1.1862633e+01   -1.1787588e+01
 -3.6340498e+01   -1.1856201e+01   -1.1781156e+01
 -3.6321202e+01   -1.1849768e+01   -1.1774724e+01
 -3.6301905e+01   -1.1843336e+01   -1.1768292e+01
 -3.6282609e+01   -1.1836904e+01   -1.1761860e+01
 -3.6263312e+01   -1.1830472e+01   -1.1755428e+01
 -3.6244016e+01   -1.1824040e+01   -1.1748995e+01
 -3.6224719e+01   -1.1817608e+01   -1.1742563e+01
 -3.6205423e+01   -1.1811175e+01   -1.1736131e+01
 -3.6186126e+01   -1.1804743e+01   -1.1729699e+01
 -3.6166830e+01   -1.1798311e+01   -1.1723267e+01
 -3.6147533e+01   -1.1791879e+01   -1.1716835e+01
 -3.6128236e+01   -1.1785447e+01   -1.1710402e+01
 -3.6108940e+01   -1.1779014e+01   -1.1703970e+01
 -3.6089643e+01   -1.1772582e+01   -1.1697538e+01
 -3.6070347e+01   -1.1766150e+01   -1.1691106e+01
 -3.6051050e+01   -1.1759718e+01   -1.1684674e+01
 -3.6031754e+01   -1.1753286e+01   -1.1678241e+01
 -3.6012457e+01   -1.1746854e+01   -1.1671809e+01
 -3.5993161e+01   -1.1740421e+01   -1.1665377e+01
 -3.5973864e+01   -1.1733989e+01   -1.1658945e+01
 -3.5954568e+01   -1.1727557e+01   -1.1652513e+01
 -3.5935271e+01   -1.1721125e+01   -1.1646081e+01
 -3.5915975e+01   -1.1714693e+01   -1.1639648e+01
 -3.5896678e+01   -1.1708261e+01   -1.1633216e+01
 -3.5877382e+01   -1.1701828e+01   -1.1626784e+01
 -3.5858085e+01   -1.1695396e+01   -1.1620352e+01
 -3.5838788e+01   -1.1688964e+01   -1.1613920e+01
 -3.5819492e+01   -1.1682532e+01   -1.1607487e+01
 -3.5800195e+01   -1.1676100e+01   -1.1601055e+01
 -3.5780899e+01   -1.1669667e+01   -1.1594623e+01
 -3.5761602e+01   -1.1663235e+01   -1.1588191e+01
 -3.5742306e+01   -1.1656803e+01   -1.1581759e+01
 -3.5723009e+01   -1.1650371e+01   -1.1575327e+01
 -3.5703713e+01   -1.1643939e+01   -1.1568894e+01
 -3.5684416e+01   -1.1637507e+01   -1.1562462e+01
 -3.5665120e+01   -1.1631074e+01   -1.1556030e+01
 -3.5645823e+01   -1.1624642e+01   -1.1549598e+01
 -3.5626527e+01   -1.1618210e+01   -1.1543166e+01
 -3.5607230e+01   -1.1611778e+01   -1.1536734e+01
 -3.5587934e+01   -1.1605346e+01   -1.1530301e+01
 -3.5568637e+01   -1.1598914e+01   -1.1523869e+01
 -3.5549340e+01   -1.1592481e+01   -1.1517437e+01
 -3.5530044e+01   -1.1586049e+01   -1.1511005e+01
 -3.5510747e+01   -1.1579617e+01   -1.1504573e+01
 -3.5491451e+01   -1.1573185e+01   -1.1498140e+01
 -3.5472154e+01   -1.1566753e+01   -1.1491708e+01
 -3.5452858e+01   -1.1560320e+01   -1.1485276e+01
 -3.5433561e+01   -1.1553888e+01   -1.1478844e+01
 -3.5414265e+01   -1.1547456e+01   -1.1472412e+01
 -3.5394968e+01   -1.1541024e+01   -1.1465980e+01
 -3.5375672e+01   -1.1534592e+01   -1.1459547e+01
 -3.5356375e+01   -1.1528160e+01   -1.1453115e+01
 -3.5337079e+01   -1.1521727e+01   -1.1446683e+01
 -3.5317782e+01   -1.1515295e+01   -1.1440251e+01
 -3.5298486e+01   -1.1508863e+01   -1.1433819e+01
 -3.5279189e+01   -1.1502431e+01   -1.1427387e+01
 -3.5259893e+01   -1.1495999e+01   -1.1420954e+01
 -3.5240596e+01   -1.1489567e+01   -1.1414522e+01
 -3.5221299e+01   -1.1483134e+01   -1.1408090e+01
 -3.5202003e+01   -1.1476702e+01   -1.1401658e+01
 -3.5182706e+01   -1.1470270e+01   -1.1395226e+01
 -3.5163410e+01   -1.1463838e+01   -1.1388793e+01
 -3.5144113e+01   -1.1457406e+01   -1.1382361e+01
 -3.5124817e+01   -1.1450973e+01   -1.1375929e+01
 -3.5105520e+01   -1.1444541e+01   -1.1369497e+01
 -3.5086224e+01   -1.1438109e+01   -1.1363065e+01
 -3.5066927e+01   -1.1431677e+01   -1.1356633e+01
 -3.5047631e+01   -1.1425245e+01   -1.1350200e+01
 -3.5028334e+01   -1.1418813e+01   -1.1343768e+01
 -3.5009038e+01   -1.1412380e+01   -1.1337336e+01
 -3.4989741e+01   -1.1405948e+01   -1.1330904e+01
 -3.4970445e+01   -1.1399516e+01   -1.1324472e+01
 -3.4951148e+01   -1.1393084e+01   -1.1318040e+01
 -3.4931851e+01   -1.1386652e+01   -1.1311607e+01
 -3.4912555e+01   -1.1380219e+01   -1.1305175e+01
 -3.4893258e+01   -1.1373787e+01   -1.1298743e+01
 -3.4873962e+01   -1.1367355e+01   -1.1292311e+01
 -3.4854665e+01   -1.1360923e+01   -1.1285879e+01
 -3.4835369e+01   -1.1354491e+01   -1.1279446e+01
 -3.4816072e+01   -1.1348059e+01   -1.1273014e+01
 -3.4796776e+01   -1.1341626e+01   -1.1266582e+01
 -3.4777479e+01   -1.1335194e+01   -1.1260150e+01
 -3.4758183e+01   -1.1328762e+01   -1.1253718e+01
 -3.4738886e+01   -1.1322330e+01   -1.1247286e+01
 -3.4719590e+01   -1.1315898e+01   -1.1240853e+01
 -3.4700293e+01   -1.1309466e+01   -1.1234421e+01
 -3.4680997e+01   -1.1303033e+01   -1.1227989e+01
 -3.4661700e+01   -1.1296601e+01   -1.1221557e+01
 -3.4642404e+01   -1.1290169e+01   -1.1215125e+01
 -3.4623107e+01   -1.1283737e+01   -1.1208693e+01
 -3.4603810e+01   -1.1277305e+01   -1.1202260e+01
 -3.4584514e+01   -1.1270872e+01   -1.1195828e+01
 -3.4565217e+01   -1.1264440e+01   -1.1189396e+01
 -3.4545921e+01   -1.1258008e+01   -1.1182964e+01
 -3.4526624e+01   -1.1251576e+01   -1.1176532e+01
 -3.4507328e+01   -1.1245144e+01   -1.1170099e+01
